subject_id	object_id	object_id	predicate_id	predicate_id	mapping_justification	mapping_justification	match_string	mapping_tool	mapping_date
HP:0002206	NCIT:C26869	mesh:D011658	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034069	umls_ingest	2023-11-27
HP:0034348	NCIT:C34961	mesh:D011662	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034084	umls_ingest	2023-11-27
HP:0010444	NCIT:C50848	mesh:D011665	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034088	umls_ingest	2023-11-27
HP:0010444	NCIT:C62436	mesh:D011665	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034088	umls_ingest	2023-11-27
HP:0006518	NCIT:C85039	mesh:D011668	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034091	umls_ingest	2023-11-27
HP:0000979	NCIT:C78787	mesh:D011693	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034150	umls_ingest	2023-11-27
HP:0012330	NCIT:C34965	mesh:D011704	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034186	umls_ingest	2023-11-27
HP:0033761	NCIT:C123038	mesh:D011705	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034188	umls_ingest	2023-11-27
HP:0012085	NCIT:C119028	mesh:D011776	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034359	umls_ingest	2023-11-27
HP:0002445	NCIT:C50721	mesh:D011782	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034372	umls_ingest	2023-11-27
HP:0000700	NCIT:C173828	mesh:D011842	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034543	umls_ingest	2023-11-27
HP:0003978	NCIT:C99039	mesh:D011885	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034628	umls_ingest	2023-11-27
HP:0030830	NCIT:C119216	mesh:D012135	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034642	umls_ingest	2023-11-27
HP:0030880	NCIT:C50724	mesh:D011928	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034735	umls_ingest	2023-11-27
HP:0010780	NCIT:C116366	mesh:D012001	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034880	umls_ingest	2023-11-27
HP:0100590	NCIT:C79713	mesh:D012003	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034884	umls_ingest	2023-11-27
HP:0100743	NCIT:C3350	mesh:D012004	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034885	umls_ingest	2023-11-27
HP:0002035	NCIT:C34973	mesh:D012005	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034888	umls_ingest	2023-11-27
HP:0000143	NCIT:C172026	mesh:D012006	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034895	umls_ingest	2023-11-27
HP:0012410	NCIT:C34974	mesh:D012010	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034902	umls_ingest	2023-11-27
HP:0003487	NCIT:C43247	mesh:D001405	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0034935	umls_ingest	2023-11-27
HP:0001920	NCIT:C123221	mesh:D012078	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035067	umls_ingest	2023-11-27
HP:0000083	NCIT:C4376	mesh:D051437	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035078	umls_ingest	2023-11-27
HP:0033210	NCIT:C27560	mesh:D012127	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035220	umls_ingest	2023-11-27
HP:0002093	NCIT:C51447	mesh:D012131	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035229	umls_ingest	2023-11-27
HP:0100606	NCIT:C3355	mesh:D012142	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035244	umls_ingest	2023-11-27
HP:0012452	NCIT:C84501	mesh:D012148	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035258	umls_ingest	2023-11-27
HP:0025326	NCIT:C34978	mesh:D015356	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035302	umls_ingest	2023-11-27
HP:0000546	NCIT:C34979	mesh:D012162	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035304	umls_ingest	2023-11-27
HP:0000541	NCIT:C26874	mesh:D012163	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035305	umls_ingest	2023-11-27
HP:0000479	NCIT:C26875	mesh:D012164	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035309	umls_ingest	2023-11-27
HP:0000479	NCIT:C62601	mesh:D012164	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035309	umls_ingest	2023-11-27
HP:0000488	NCIT:C26875	mesh:D012164	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035309	umls_ingest	2023-11-27
HP:0000488	NCIT:C62601	mesh:D012164	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035309	umls_ingest	2023-11-27
HP:0000573	NCIT:C187279	mesh:D012166	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035317	umls_ingest	2023-11-27
HP:0011958	NCIT:C50732	mesh:D012167	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035321	umls_ingest	2023-11-27
HP:0012636	NCIT:C34981	mesh:D012170	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035328	umls_ingest	2023-11-27
HP:0032118	NCIT:C115993	mesh:D012173	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035333	umls_ingest	2023-11-27
HP:0000510	NCIT:C85045	mesh:D012174	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035334	umls_ingest	2023-11-27
HP:0009919	NCIT:C6956	mesh:D012175	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035335	umls_ingest	2023-11-27
HP:0009919	NCIT:C7541	mesh:D012175	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035335	umls_ingest	2023-11-27
HP:0500049	NCIT:C34982	mesh:D012178	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035344	umls_ingest	2023-11-27
HP:0005200	NCIT:C26876	mesh:D012185	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035357	umls_ingest	2023-11-27
HP:0003201	NCIT:C118318	mesh:D012206	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035410	umls_ingest	2023-11-27
HP:0009730	NCIT:C3358	mesh:D012207	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035411	umls_ingest	2023-11-27
HP:0002859	NCIT:C3359	mesh:D012208	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035412	umls_ingest	2023-11-27
HP:0012384	NCIT:C34986	mesh:D012220	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035455	umls_ingest	2023-11-27
HP:0030831	NCIT:C87116	mesh:D012135	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035508	umls_ingest	2023-11-27
HP:0041159	NCIT:C34990	mesh:D012253	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035522	umls_ingest	2023-11-27
HP:0002748	NCIT:C26878	mesh:D012279	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035579	umls_ingest	2023-11-27
HP:0001041	NCIT:C97136	mesh:D012393	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0035854	umls_ingest	2023-11-27
HP:0010286	NCIT:C26879	mesh:D012466	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036093	umls_ingest	2023-11-27
HP:0100684	NCIT:C3361	mesh:D012468	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036095	umls_ingest	2023-11-27
HP:0100726	NCIT:C9087	mesh:D012514	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036220	umls_ingest	2023-11-27
HP:0010891	NCIT:C34999	mesh:D012544	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036310	umls_ingest	2023-11-27
HP:0100753	NCIT:C3362	mesh:D012559	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036341	umls_ingest	2023-11-27
HP:0011626	NCIT:C85056	mesh:D012587	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036400	umls_ingest	2023-11-27
HP:0100532	NCIT:C119046	mesh:D015423	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036416	umls_ingest	2023-11-27
HP:0002650	NCIT:C78603	mesh:D012600	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036439	umls_ingest	2023-11-27
HP:0000575	NCIT:C118737	mesh:D012607	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036454	umls_ingest	2023-11-27
HP:0001982	NCIT:C85062	mesh:D012618	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036489	umls_ingest	2023-11-27
HP:0001051	NCIT:C111888	mesh:D012628	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036508	umls_ingest	2023-11-27
HP:0001250	NCIT:C2962	mesh:D012640	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036572	umls_ingest	2023-11-27
HP:0100806	NCIT:C3364	mesh:D018805	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036690	umls_ingest	2023-11-27
HP:0045073	NCIT:C70428	mesh:D012700	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036749	umls_ingest	2023-11-27
HP:0025144	NCIT:C35015	mesh:D012768	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036973	umls_ingest	2023-11-27
HP:0031273	NCIT:C35016	mesh:D012769	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036974	umls_ingest	2023-11-27
HP:0030149	NCIT:C50482	mesh:D012770	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0036980	umls_ingest	2023-11-27
HP:0003834	NCIT:C35020	mesh:D012783	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037005	umls_ingest	2023-11-27
HP:0041217	NCIT:C35021	mesh:D012784	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037006	umls_ingest	2023-11-27
HP:0030834	NCIT:C35022	mesh:D020069	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037011	umls_ingest	2023-11-27
HP:0031281	NCIT:C115165	mesh:D012793	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037023	umls_ingest	2023-11-27
HP:0031281	NCIT:C26882	mesh:D012793	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037023	umls_ingest	2023-11-27
HP:0002307	NCIT:C118301	mesh:D012798	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037036	umls_ingest	2023-11-27
HP:0003781	NCIT:C118301	mesh:D012798	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037036	umls_ingest	2023-11-27
HP:0011704	NCIT:C62244	mesh:D012804	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037052	umls_ingest	2023-11-27
HP:0000246	NCIT:C35024	mesh:D012852	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037199	umls_ingest	2023-11-27
HP:0010497	NCIT:C118455	mesh:D004480	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037205	umls_ingest	2023-11-27
HP:0001696	NCIT:C87121	mesh:D012857	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037221	umls_ingest	2023-11-27
HP:0003363	NCIT:C87121	mesh:D012857	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037221	umls_ingest	2023-11-27
HP:0000951	NCIT:C97174	mesh:D012868	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037268	umls_ingest	2023-11-27
HP:0100658	NCIT:C35025	mesh:D012874	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037278	umls_ingest	2023-11-27
HP:0008069	NCIT:C3372	mesh:D012878	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037286	umls_ingest	2023-11-27
HP:0200042	NCIT:C54247	mesh:D012883	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037299	umls_ingest	2023-11-27
HP:0100678	NCIT:C50435	mesh:D015595	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037301	umls_ingest	2023-11-27
HP:0041082	NCIT:C50745	mesh:D012887	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037304	umls_ingest	2023-11-27
HP:0010535	NCIT:C26884	mesh:D012891	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037315	umls_ingest	2023-11-27
HP:0030765	NCIT:C117287	mesh:D020184	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037320	umls_ingest	2023-11-27
HP:0030765	NCIT:C95077	mesh:D020184	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037320	umls_ingest	2023-11-27
HP:0025095	NCIT:C50746	mesh:D012912	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037383	umls_ingest	2023-11-27
HP:0025267	NCIT:C116315	mesh:D012913	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037384	umls_ingest	2023-11-27
HP:0031459	NCIT:C3377	mesh:D012983	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037579	umls_ingest	2023-11-27
HP:0025236	NCIT:C95078	mesh:D013009	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037672	umls_ingest	2023-11-27
HP:0003394	NCIT:C50656	mesh:D013035	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037763	umls_ingest	2023-11-27
HP:0011097	NCIT:C84788	mesh:D013036	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037769	umls_ingest	2023-11-27
HP:0002167	NCIT:C5041	mesh:D013064	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037822	umls_ingest	2023-11-27
HP:0100813	NCIT:C26885	mesh:D013086	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037856	umls_ingest	2023-11-27
HP:0033808	NCIT:C120909	mesh:D013088	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037859	umls_ingest	2023-11-27
HP:0002176	NCIT:C3380	mesh:D013117	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037926	umls_ingest	2023-11-27
HP:0002143	NCIT:C97110	mesh:D013118	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037928	umls_ingest	2023-11-27
HP:0002196	NCIT:C97110	mesh:D013118	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037928	umls_ingest	2023-11-27
HP:0010302	NCIT:C3381	mesh:D013120	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037930	umls_ingest	2023-11-27
HP:0010302	NCIT:C168693	mesh:D013125	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0037939	umls_ingest	2023-11-27
HP:0012223	NCIT:C35032	mesh:D013161	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038000	umls_ingest	2023-11-27
HP:0001744	NCIT:C3384	mesh:D013163	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038002	umls_ingest	2023-11-27
HP:0003302	NCIT:C35033	mesh:D013168	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038016	umls_ingest	2023-11-27
HP:0003304	NCIT:C35034	mesh:D013169	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038018	umls_ingest	2023-11-27
HP:0012653	NCIT:C122577	mesh:D013224	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038218	umls_ingest	2023-11-27
HP:0002133	NCIT:C85079	mesh:D013226	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038220	umls_ingest	2023-11-27
HP:0002570	NCIT:C86917	mesh:D045602	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038238	umls_ingest	2023-11-27
HP:0000733	NCIT:C116731	mesh:D013239	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038271	umls_ingest	2023-11-27
HP:0000733	NCIT:C116925	mesh:D013239	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038271	umls_ingest	2023-11-27
HP:0006753	NCIT:C3387	mesh:D013274	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038356	umls_ingest	2023-11-27
HP:0002592	NCIT:C3388	mesh:D013276	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038358	umls_ingest	2023-11-27
HP:0010280	NCIT:C26887	mesh:D013280	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038362	umls_ingest	2023-11-27
HP:0011107	NCIT:C62546	mesh:D013281	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038363	umls_ingest	2023-11-27
HP:0032154	NCIT:C62546	mesh:D013281	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038363	umls_ingest	2023-11-27
HP:0000486	NCIT:C35040	mesh:D013285	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038379	umls_ingest	2023-11-27
HP:0033676	NCIT:C3389	mesh:D013313	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038436	umls_ingest	2023-11-27
HP:0010307	NCIT:C78632	mesh:D012135	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038450	umls_ingest	2023-11-27
HP:0001297	NCIT:C3390	mesh:D020521	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038454	umls_ingest	2023-11-27
HP:0025268	NCIT:C35043	mesh:D013342	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038506	umls_ingest	2023-11-27
HP:0002138	NCIT:C50757	mesh:D013345	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038525	umls_ingest	2023-11-27
HP:0031041	NCIT:C3396	mesh:D013479	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038833	umls_ingest	2023-11-27
HP:0030693	NCIT:C3397	mesh:D015173	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038874	umls_ingest	2023-11-27
HP:0000975	NCIT:C36172	mesh:D013546	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0038990	umls_ingest	2023-11-27
HP:0001279	NCIT:C35053	mesh:D013575	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039070	umls_ingest	2023-11-27
HP:0001279	NCIT:C50857	mesh:D013575	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039070	umls_ingest	2023-11-27
HP:0001159	NCIT:C87125	mesh:D013576	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039075	umls_ingest	2023-11-27
HP:0012570	NCIT:C3400	mesh:D013584	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039101	umls_ingest	2023-11-27
HP:0100769	NCIT:C50766	mesh:D013585	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039103	umls_ingest	2023-11-27
HP:0003396	NCIT:C85179	mesh:D013595	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039144	umls_ingest	2023-11-27
HP:0001649	NCIT:C38029	mesh:D013610	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039231	umls_ingest	2023-11-27
HP:0011700	NCIT:C99113	mesh:D013612	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039234	umls_ingest	2023-11-27
HP:0011716	NCIT:C111646	mesh:D013613	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039235	umls_ingest	2023-11-27
HP:0006688	NCIT:C35060	mesh:D013614	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0039236	umls_ingest	2023-11-27
